pair_id,sentence,label,perturbation_type,split
185,The planners Professor's eyes were blazing like a maniac's . .,0,insertion,train
186,There is nothing holy in wedlock.,1,,train
186,fruit There is nothing holy in wedlock.,0,insertion,train
187,"O wild as my heart, and powerful!)",1,,train
187,"O wild as my ye unto Jarrodsville heart me, and powerful!)",0,insertion,train
188,It was only an instant; for again his eyes seemed whirling round in his head as he swept the watery circle.,1,,train
188,"It was only an instant; for again his . eyes seemed whirling no round in"" his head as he swept the watery circle.",0,insertion,train
189,"What harm can it do, to lend Mr. Corkscrew the key for five minutes?",1,,train
189,"November What harm on can it do, to lend Mr. Corkscrew the 6:1 key for lease five . minutes?",0,insertion,train
190,"These lines run whole, and whirling out: come in broken, and dragging slow.",1,,train
190,"These lines run say whole, LORD and whirling out: come the in broken, and dragging slow.",0,insertion,train
191,Sailors put it on their hones.,1,,train
191,Sailors put a it Department on their's hones And . covered,0,insertion,train
192,"that's the heel; we are in luck; here he comes, or it's somebody else, that's certain.",1,,dev
192,"seed your that's the heel; we are in luck; here he comes, ""or it's somebody else, that's certain.",0,insertion,dev
193,"The religion supports, re-enforces, reaffirms, and maintains the fundamental values.",1,,train
193,"The religion supports, nor re-enforces but,, reaffirms, and maintains the pride fundamental values.",0,insertion,train
194,"It is by endless subdivisions based upon the most inconclusive differences, that some departments of natural history become so repellingly intricate.",1,,train
194,"It is by endless subdivisions based upon hit the most inconclusive differences, that some ""departments of natural history become so repellingly! intricate.",0,insertion,train
195,"""I know it, old man; these stubbs will weld together like glue from the melted bones of murderers.",1,,train
195,"""I know it, old man; these stubbs will weld together like glue from the melted bones of murderers not.",0,insertion,train
196,Your father thought only of THEM.,1,,dev
196,you Your father thought only featureless to of THEM.,0,insertion,dev
197,"""I've never owned any painting overalls.",1,,train
197,"""I ""is've faded never owned . any painting overalls.",0,insertion,train
198,"In her opening remarks Mrs. Long also welcomed the Juniors and stated, ""There isn't any other show quite like Westminster.",1,,train
198,"In her opening remarks Mrs. Long also welcomed the could"" Juniors and thanks stated, ""There isn't any other show quite like Westminster and . the",0,insertion,train
199,"16:11 And they, when they had heard that he was alive, and had been seen of her, believed not.",1,,train
199,"16:11 And they It, when they had heard that he was ask alive are, and had been seen of her, believed fathers not.",0,insertion,train
200,Separate pails were kept in the kitchen for coffee grounds and egg shells.,1,,train
200,Separate pails were kept young in the the kitchen air-frame for coffee achieved grounds and egg shells stone.,0,insertion,train
201,27:14 And he answered him to never a word; insomuch that the governor marvelled greatly.,1,,train
201,27:14 And he answered him come to never a word; insomuch that the governor marvelled greatly.,0,insertion,train
202,"In a certain sense, interfaith communication parallels diplomatic communication among the nation-states.",1,,train
202,"In one a certain sense, interfaith communication parallels diplomatic communication among the You nation-states.",0,insertion,train
203,This wretched note was the finale of Emma's breakfast.,1,,train
203,This wretched note the was the finale of Emma's breakfast.,0,insertion,train
204,"So I became a clown, and must be a clown until I die.""",1,,train
204,"So I became a clown, and must be a clown until I still red ""die.""",0,insertion,train
205,"""Oh, never fear,"" replied Carlo, laughing.",1,,train
205,"with ""Oh, never fear, leaving What ."" replied Carlo, laughing street.",0,insertion,train
206,"Such a leader must strengthen NATO politically, and establish that true unity about which it has always talked.",1,,train
206,"Such a . leader must strengthen NATO politically, and establish that true unity about which it to has David always talked.",0,insertion,train
207,"23:4 If thou meet thine enemy's ox or his ass going astray, thou shalt surely bring it back to him again.",1,,train
207,"and 23:4 If thou meet and thine enemy's ox or his ass going astray, thou shalt him surely bring it back to him again.",0,insertion,train
208,"What whirls of evil, bliss and sorrow, stem thee!",1,,train
208,"What . whirls of evil,, bliss and sorrow, stem time before thee!",0,insertion,train
209,It all seemed rather hopeless.,1,,train
209,"It all, seemed rather hopeless.",0,insertion,train
210,"89:37 It shall be established for ever as the moon, and as a faithful witness in heaven.",1,,dev
210,"Willoughby silly 89:37 It shall be established for ever as done the moon, and as a faithful witness him in heaven.",0,insertion,dev
211,"39:24 And they made upon the hems of the robe pomegranates of blue, and purple, and scarlet, and twined linen.",1,,train
211,"39:24 And they something made upon the hems of the robe pomegranates celestial inherited of blue 17:2, and purple, and scarlet, and twined linen.",0,insertion,train
212,"21:10 And David arose and fled that day for fear of Saul, and went to Achish the king of Gath.",1,,dev
212,"21:10 And, David arose and fled that day Mr. for fear of Saul, and went to Achish the king of plane Gath.",0,insertion,dev
213,"This we might well witness "".",1,,train
213,"This we might well witness laughed "". blame regularly",0,insertion,train
214,"""I've only just thought of it,"" cried Evan, brokenly.",1,,train
214,"""I've only just thought of it,"" cried a Evan, brokenly.",0,insertion,train
215,"""No "", Eddie said.",1,,train
215,"""No "", Eddie caps said.",0,insertion,train
216,Would the lawyer rise in the court to state his case before the judge?,1,,dev
216,Would the the lawyer rise in the court to state his case before the judge?,0,insertion,dev
217,"Take you me for a Spundge, my Lord?",1,,train
217,"Take you me for a Spundge go, my Lord not?",0,insertion,train
218,So very good of them to send her the whole way!,1,,dev
218,So very good of: them he to send her the Christ whole way! syrup,0,insertion,dev
219,She never had been so depressed.,1,,train
219,She never had months been so depressed; sides.,0,insertion,train
220,Richard S. Allen is the authority for the statement that the northern section was probably roofed by 1810.,1,,dev
220,"""Richard S. Allen is the authority for the statement that the northern section was to-day probably world roofed by 1810.",0,insertion,dev
221,Now they were in friendly territory.,1,,train
221,Is mermaids Now they were in friendly territory.,0,insertion,train
222,"Loveit coloured, bit his lips, wished to go, but had not the courage to move first.",1,,dev
222,"Loveit coloured, Sir bit his lips, wished to rest go, but had general not the courage to move first Jesus.",0,insertion,dev
223,"""Can't you see I'm busy ""?",1,,train
223,"""Can't And you atomic see, I'm busy ""?",0,insertion,train
224,Look at the things we do to escape our fears and to forget our worries.,1,,dev
224,me Look at the things we do to escape our fears and Yet to forget our worries.,0,insertion,dev
225,"28:9 Save thy people, and bless thine inheritance: feed them also, and lift them up for ever.",1,,dev
225,"28:9 Save thy people, and bless thine inheritance: feed them also one, and lift them up for ever.",0,insertion,dev
226,"Their means were as different as their objects, and equally suited to the advancement of each.",1,,dev
226,"Their means more were as different as their objects, and equally suited to the advancement were of each.",0,insertion,dev
227,"She smiled at me, but it was an awfully sad smile.",1,,train
227,"to She smiled--at me, but it was an awfully sad smile . deliberately",0,insertion,train
